simhash,n_rows,sources,cross_source
10362128736325807288,2,['trec5'],False
10361688109020161593,2,['trec7'],False
10360922411042250936,2,['trec5'],False
10359876930070195931,2,['trec5'],False
10359868655682727161,2,['trec6'],False
10359726303419648155,2,['trec5'],False
10039839726966956281,2,['trec5'],False
10038906673457602589,2,['trec5'],False
10036063573227376865,2,['trec6'],False
10001852709433991551,2,['trec7'],False
9988393597061031354,2,['trec7'],False
9967741886919904575,2,['trec6'],False
9934006514224080312,2,['trec5'],False
9933972257746462963,2,['trec7'],False
10487763461713002680,2,['trec5'],False
10484815939440650425,2,['trec5'],False
10483553563089551608,2,['trec7'],False
10472462348629999803,2,['trec5'],False
10443211096016286187,2,['trec5'],False
10443193503830176235,2,['trec5'],False
10442912587199214059,2,['trec5'],False
10430764624394563561,2,['trec5'],False
10496805577274990763,2,['trec5'],False
10490413551124922296,2,['trec7'],False
10490413018548977592,2,['trec7'],False
10490413001369108152,2,['trec7'],False
10490413001302065080,2,['trec7'],False
10490413001234890424,2,['trec7'],False
10490413001167847352,2,['trec7'],False
10490412992779239096,2,['trec7'],False
10064506862314283411,2,['trec5'],False
10060387419544338878,2,['trec7'],False
10058980051153134777,2,['trec5'],False
10058135755038409915,2,['trec5'],False
10055876099713245882,2,['trec7'],False
10055707902217200826,2,['trec7'],False
10053623915381271801,2,['trec6'],False
10041950795735098553,2,['trec5'],False
10720137254631583161,2,['trec5'],False
10720129024385855195,2,['trec7'],False
10719011918351150808,2,['trec7'],False
10719011918351150792,2,"['trec5', 'trec7']",True
10719011917277409224,2,['trec7'],False
10718801911584031145,2,['trec5'],False
10708669327864509947,2,['trec7'],False
10704447203213948091,2,['trec7'],False
10683896265826930169,2,['trec5'],False
10648124904718290107,2,['trec5'],False
10647956645078707961,2,['trec6'],False
10646414612434099737,2,['trec7'],False
10514987225768897720,2,['trec6'],False
10510597973539203256,2,['trec5'],False
10503710907110599865,2,['trec6'],False
10503710907110599864,2,['trec6'],False
10792301656980434153,2,['trec5'],False
10790425328371093129,2,['trec7'],False
10785317542218533035,2,['trec5'],False
10783101338815204458,2,['trec5'],False
10782819863872048235,2,['trec5'],False
10776514589520344554,2,['trec5'],False
10774260878589601979,2,['trec5'],False
10774173274200841640,2,['trec5'],False
10758058477591506363,2,['trec5'],False
10756044712146964395,2,['trec5'],False
10738144477181876648,2,['trec5'],False
10738144477179518376,2,['trec5'],False
10738143927426062760,2,['trec5'],False
10738143927425014184,2,['trec5'],False
10726462771868837033,2,['trec5'],False
10722394571188161707,2,['trec7'],False
9927531363630517496,2,['trec5'],False
9927531363563286265,2,['trec5'],False
9927522550693044985,2,['trec5'],False
9927390774685197738,2,['trec5'],False
9927109297261322937,2,['trec5'],False
9927108053867602867,2,['trec6'],False
9921159543755771131,2,['trec6'],False
9915916217214730431,2,['trec7'],False
9915183721296618936,2,['trec7'],False
10932473150390796206,2,['trec7'],False
10917900528236996777,2,['trec7'],False
10864332178699694047,2,['trec5'],False
10864103481675787995,2,['trec7'],False
10855232352012398011,2,['trec5'],False
10799778181966302363,2,['trec5'],False
10794297120245378456,2,['trec5'],False
11066520114520664313,2,['trec5'],False
11066502256047005881,2,['trec7'],False
11064523748547029536,2,['trec5'],False
11019513391069211258,2,['trec5'],False
11019508988794841722,2,['trec5'],False
11010581496167769314,2,['trec7'],False
10994546366834778289,2,['trec7'],False
10994511182462559409,2,['trec7'],False
10936178198695489187,2,['trec5'],False
10934729348253007782,2,"['trec5', 'trec7']",True
10934724950204399526,2,['trec6'],False
10934707907809820582,2,['trec5'],False
9933961161599913019,2,['trec5'],False
9932035521536405241,2,['trec5'],False
9932035512946470649,2,['trec5'],False
9929676326056985784,2,['trec5'],False
11206167291236289457,2,['trec5'],False
11168250028435161960,2,['trec7'],False
11093839422562053849,2,['trec7'],False
11088345454682944741,2,['trec5'],False
11084814622325155513,2,['trec5'],False
11084675259041393848,2,['trec6'],False
11082555126215257272,2,['trec5'],False
11082527595204283576,2,['trec5'],False
11082423321788755128,2,['trec6'],False
11080303334588755129,2,['trec5'],False
11080171659414023352,2,['trec6'],False
11079335742805490917,2,['trec5'],False
11079335742805226693,2,['trec5'],False
